ID,title,types,premium,lon,lat,metro_cat,metro,tel,rating,ratingCount,reviewCount,address,timing,description,site
52c024a240c0886b7c8bf7d1,Салон красоты Доминика,beauty,False,37.397090999999996,55.89973199999999,Планерная,Планерная,79015466674,3.4,10,6,"Москва,  Новокуркинское шоссе,  27",ежедневно: 09:00 - 21:00,"      Салон красоты «Доминика» расположен в нескольких минутах ходьбы от станции метро «Планерная» и приготовил для своих клиентов большой выбор услуг в области парикмахерского искусства, ногтевого сервиса и косметологии.Опытные мастера всегда учтут ваши идеи и пожелания и помогут создать потрясающий образ для любого торжества или фотосессии, подберут интересное окрашивание, модную стрижку и яркий маникюр.Профессиональные косметологи предлагают вашему вниманию такие процедуры по уходу за кожей, как плазмолифтинг, озонотерапия, лазерное удаление пигментации «ePlus SR» и многое другое.    ",dominika-salon.ru/
515a7618a0f302fb3a000003,Салон Клеопатра на улице Героев Панфиловцев,beauty,False,37.41126,55.85715,"Планерная,Сходненская",Планерная,74997621230,3.2,44,14,"Москва,  Героев Панфиловцев,  22 к1, 1 этаж",пн-сб: 09:00—20:00; вс: 10:00—18:00,"      Салон красоты «Клеопатра» расположен всего в нескольких шагах от станции метро «Сходненская». Здесь для вас работает дружный коллектив парикмахеров, косметологов и мастеров ногтевого сервиса. Созданный ими облик поможет вам обрести уверенность в себе и добиться успеха во всех сферах жизни. Для удобства посетителей рекомендуется предварительная запись по телефону.    ",-
4fedff463c72dd534e000015,Салон Амели,beauty,False,37.452148,55.89526,Планерная,Планерная,74986831199,2.5,20,9,"Химки,  Ленинский проспект,  1, 2 этаж",ежедневно: 10:00 - 22:00,"      Салон-парикмахерская «Амели» предлагает огромный выбор различных косметических и парикмахерских услуг. Среди предоставляемых процедур имеют место такие, как косметология, маникюр/педикюр, массаж, солярий.Специалисты и мастера салона оказывают полный спектр парикмахерских услуг. Помимо стандартных процедур стрижки, окрашивания, наращивания волос, а также химической завивки, предлагаются лечебные и восстановительные процедуры для поврежденных волос. В салоне не только женщины, но и дети и мужчины смогут удовлетворить свои потребности в услугах парикмахера.Персонал салона использует самые качественные и современные средства. Посетители «Амели» могут позволить себе процедуру Spa Jet капсула, которая позволяет решить многие проблемы от лечения отеков до борьбы с лишним весом. В салоне-парикмахерской «Амели» предоставляется популярная в последнее время услуга «перманентный макияж». Посетительницы салона с помощью этой процедуры смогут решить проблему ежедневного утреннего макияжа.К приоритетам «Амели» относятся не только количество и качество предоставляемых услуг, но и система демократичных цен.    ",www.amelii.ru
57c3e4ebc9254382428b4570,Клиника лазерной косметологии профессора И.А. Шугайлова Интелстом,beauty,False,37.390658,55.889557999999994,Планерная,Планерная,74951510464,5.0,4,1,"Москва,  Воротынская улица,  16",ежедневно: 09:00 - 20:00,"      Клиника лазерной косметологии профессора Шугайлова И.А. «Интелстом» – это территория современных и эффективных методов омоложения, лечения и восстановления кожи. Мы работаем на современном лазерном оборудовании, которое гарантирует отличные результаты.  Что является самым главным при выборе лазерной клиники?  Конечно же, безопасность процедуры!  Многие женщины не решаются на процедуру лазерного омоложения или эпиляцию, так как боятся серьезных последствий – болезненной гиперемии или даже ожога, который можно получить от устаревших лазеров. Узнать заранее об этом невозможно.  Клиника «Интелстом» основана профессором Шугайловым И.А, который является известным мировым экспертом по лазерным технологиям. Профессор Шугайлов лично выбирает технологии для лазерных процедур. Это гарантия 100% надежности и безопасности.   В нашей клинике врач-косметолог-дерматовенеролог, Захарова Елена Николаевна работает на разных лазерах — омоложение и эпиляция на лазере Fotona, на СО2 лазере ДЕКА проводится удаление образований и фракционное абляционное омоложение. Лазер Palomar Emerge применяется для неабляционного лазерного омоложения и фотодинамической терапии акне. Это ведущие производители лазеров. Именно их выбирают лучшие клиники, и мы в том числе.   В клинике применяются различные эффективные методы омоложения, устранения дефектов кожи, восстановления молодости и сияния. Все процедуры проводятся в соответствии с Протоколом европейской ассоциации косметологии. Наши врачи имеют огромный опыт и продолжают совершенствовать свои знания на лучших международных семинарах. Косметологические процедуры в клинике «Интелстом» — это безопасные, эффективные методы для всех возрастов.   Мы сохраняем и возвращаем вашу природную красоту!                  ",intelstom.ru/
52c025cf40c0886b7c8c0e86,Spa-салон Кедровая здравница,beauty,False,37.421114,55.85255,"Планерная,Сходненская",Сходненская,74957667564,3.1,11,3,"Москва,  Туристская улица,  19к1",ежедневно: 12:00 - 24:00,"      Спа-салон «Кедровая здравница» в районе станции метро «Сходненская» предлагает вам оздоровительные сеансы прогревания в фитобочке, массаж, а также уход за кожей лица и тела, программы коррекции фигуры, обертывания, пилинг, прессотерапию, миостимуляцию, шугаринг и многое другое. Кедровая бочка — это уникальный народный метод воздействия на организм паром из сборов лекарственных трав. Кабина с открытым верхом позволяет оставить голову снаружи и легко переносить процедуру людям, которые не могут париться в обычных саунах и банях. Сеансы в кедровой бочке благотворно влияют на состояние организма, очищая его от шлаков и помогая избавиться от лишнего веса.    ",massage-szao.ru
5466053d40c088477c8b482e,Салон тайского массажа Вай Тай в Куркино,beauty,False,37.398067,55.89630699999999,Планерная,Планерная,74957782288,5.0,3,1,"Москва,  ул. Соловьиная Роща,  д. 16",ежедневно: 10:00 - 22:00,"      Салон тайского массажа «Вай Тай», расположившийся в Куркино, всегда готов порадовать вас широчайшим спектром услуг! Здесь вас ждут уютный интерьер, квалифицированные мастера тайского массажа из Тайланда и острова Бали, множество спа-программ и массажа. Уход за кожей, расслабление, покой, чудесные ароматы — все это и многое другое ждет вас здесь. Действуют абонементы на тайский массаж, предлагаются подарочные сертификаты, которые, при необходимости, курьер доставит к вам домой или в офис. Салон работает без выходных.    ",waithai.ru
540f3a6940c088c8138b467c,Студия красоты Nelly в Химках,beauty,False,37.437955,55.89348100000001,Планерная,Планерная,74986001605,3.5,11,1,"Химки,  Энгельса улица,  10/19, цокольный этаж",ежедневно: 10:00 - 21:00 и до последнего клиента,"      Студия красоты Nelly — это многопрофильный центр красоты, в котором вы не только сможете сделать быструю укладку или привести в порядок ногти, но и посетить солярий, отдохнуть у массажиста, омолодиться у косметолога и избавиться от нежелательных волос на теле. Мы находимся в Старых Химках, возле остановки магазин Мелодия. Наши преимущества:Наш персонал регулярно проходит обучение.Широкий выбор красок для волос, покрытий и дизайнов для маникюра,Хорошее оборудованиеРегулярные скидки и акции.Уютный салон и доброжелательная атмосфера в одном флаконе.    ",studio-nelly.ru
55ffa75b121a87f2788b4572,Салон красоты BIO,beauty,False,37.446822999999995,55.890964000000004,Планерная,Планерная,79264443017,4.2,5,8,"Химки,  Московская,  11, 1 этаж",ежедневно: 10:00 - 21:00,"       В салоне красоты BIO (рейтинг на Zoon - 4.2) предоставляют первоклассное обслуживание для своих клиентов. В салоне вас ждет большой выбор услуг для сохранения красоты волос и тела. Опытные косметологи помогут вам вновь засветиться от счастья.   В парикмахерском зале вы сможете сделать аккуратную укладку, модное окрашивание. У мастера маникюра вам смогут сделать красивый маникюр, придать ухоженный вид ногтям на ногах. У косметолога вы сможете поухаживать за своей кожей, порелаксировать на сеансе массажа.     Салон красоты находится рядом со станцией метро Планерная, по адресу Химки, Московская, 11. Часы работы с ежедневно: 10:00 - 21:00.     ",Вконтакте
51de1674a0f302922c000005,Салон красоты Триумф на Планерной улице,beauty,False,37.435012,55.861959,Планерная,Планерная,74997132422,2.6,53,12,"Москва,  Планерная,  7, В-30 павильон; 2 этаж",ежедневно: 10:00 - 22:00,"      Один из филиалов сети салонов красоты «Триумф» находится в торговом центре Планерная, рядом с одноименной станцией метро. Здесь вас встретит коллектив мастеров своего дела и предложат вам полный спектр различных услуг. Вы сможете посетить кабинет косметолога, который предложит вам процедуры мезотерапии, ультразвукового пилинга, а также моделирование бровей, наращивание ресниц и эпиляцию. Стоит отметить, что в салоне вы также можете подстричь, окрасить и уложить волосы к любому торжеству, пройти сеанс ламинирования или химической завивки волос. Также вы сможете приобрести профессиональную косметику для домашнего ухода.Открыта предварительная запись по телефону.    ",cosmetic-triumph.ru
51c2a9b5a0f302fd76000013,Салон Ольга в Химках,beauty,False,37.442523,55.893201,Планерная,Планерная,74955734171,2.4,23,18,"Химки,  Маяковского,  13, 1 этаж",пн-сб: 08:00—21:00; вс: 09:00—21:00,"      В салоне красоты «Ольга» в Химках работают мастера высокого уровня. В парикмахерском зале вам обновят стрижку, окрасят волосы, а также сделают вечернюю прическу для важного вечера. В ногтевой студии специалисты обеспечат заботу о каждом вашем ноготке, а в косметологическом кабинете помогут в вопросах ухода за лицом и телом. Кроме того, в салоне работает студия загара.    ",-
569f2de6be958891568b4576,Имидж-лаборатория Персона Lab на Новокуркинском шоссе,beauty,False,37.407445,55.884882999999995,Планерная,Планерная,74952564066,4.0,4,1,"Москва,  Новокуркинское шоссе,  вл1",ежедневно: 10:00 - 22:00,"       В шумной городской суете иногда нужно баловать себя приятными услугами. Посетив имидж-лабораторию Персона Lab (рейтинг на Zoon — 4), вы сможете с пользой для себя провести время. Салон предлагает самые популярные услуги от мастеров с большим стажем работы.   В кабинете парикмахера вы сможете сделать мужскую модельную стрижку, детскую стрижку, вечернюю прическу, модное окрашивание, мелирование и тонирование, тонирование и мелирование, долговременную укладку и химическую завивку волос, спа-уход за волосами, наращивание волос любой длины. У мастера маникюра вам смогут сделать красивый маникюр, придать ухоженный вид ногтям на ногах, нанести шеллак, сделать комплексный спа-уход. А если вы хотите нанести легкий макияж, главные специалисты по красоте всегда готовы помочь вам в создании образа. У косметолога вы сможете сделать шугаринг, поухаживать за своей кожей.     Имидж-лаборатория находится рядом со станцией метро Планерная, по адресу Новокуркинское шоссе, вл1. Часы работы с ежедневно: 10:00 - 22:00.     ",www.persona.ru
582e70573fd38d031f8b4573,Салон красоты Вектор Стиля на Родионовской улице,beauty,False,37.396874,55.893253,Планерная,Планерная,74959201865,4.0,4,1,"Москва,  Родионовская улица,  5",ежедневно: 10:00 - 22:00,"       В салоне красоты Вектор Стиля (рейтинг на Zoon — 4) смогут порадовать своих гостей. Здесь вас ждет большой выбор процедур для здоровья волос и тела. Мастера помогут вам снова засиять от счастья.   В кабинете маникюра вам смогут сделать маникюр. А если вы хотите сделать перманентный макияж, главные специалисты по красоте всегда помогут вам в создании образа. У косметолога вы сможете подкорректировать тон лица.     Салон красоты располагается рядом со станцией метро Планерная, по адресу Родионовская улица, 5. Часы работы с ежедневно: 10:00 - 22:00.     ",vectorstyle.ru/
5003ded53c72ddd42a000015,Салон красоты Wella в Куркино,beauty,False,37.390462,55.894906000000006,Планерная,Планерная,74994019620,3.1,8,10,"Москва,  Родионовская улица,  12к1",ежедневно: 09:00 - 21:00,"      Салон красоты «Wella» приглашает воспользоваться различными услугами в сфере красоты и здоровья.  В парикмахерском зале салона красоты «Wella» выполняют профильные услуги: стрижки и укладки, профессиональное окрашивание волос Wella (Германия), уход от NIOXIN — восстановление и борьба с выпадением (США), абсолютное счастье для волос от Lebel (Япония), ламинирование волос, кератиновое выпрямление и восстановление волос СОСОСНОСО (Израиль), биозавивка и биовыпрямление волос Lebel (Япония).  Зал ногтевого сервиса приглашает воспользоваться современными методиками ухода за кожей рук и ногтями. С помощью специалистов по маникюру и педикюру ваши ногти станут здоровыми, а кожа ухоженной.  В салоне красоты «Wella» также работает кабинет косметологии, в котором проводятся различные процедуры по ухода за телом и лицом.    ",prof-cosmetik.ru/Saloni
5466053540c088477c8b4723,Студия красоты Queen в ТЦ Арфа,beauty,False,37.422278999999996,55.876476000000004,Планерная,Планерная,74957934411,4.0,6,0,"Москва,  МКАД,  73-й километр,  7, в ТЦ Арфа, 2 этаж",ежедневно: 10:00 - 22:00,"       В шумной городской суете иногда нужно баловать себя приятными услугами. Посетив студию красоты Queen (рейтинг на Zoon — 4), вы сможете с пользой для себя провести время. Салон предлагает самые популярные услуги от мастеров с большим стажем работы.  В профессии парикмахера главное — овладение основным перечнем предоставляемых услуг. В студии красоты Queen работают специалисты, которые выполнят все виды стрижек, укладку, окрашивание, плетение кос, кератиновое выпрямление, спа-уход и наращивание на должном уровне.  Тем, кто стремится побаловать свои пальчики на руках и ногах, здесь предлагают классический маникюр и педикюр, укрепление ногтей шеллаком, разработку собственного дизайна ногтей, комплексный спа-уход.  Если вы хотите придать объем ресницам с помощью наращивания и нанести на лицо перманентный макияж, то визажисты и стилисты всегда готовы помочь вам в создании образа.  Голливудский загар — мечта любой девушки. Добиться ровного тона кожи вам поможет покупка абонемента в солярий. В сфере красоты подобные процедуры уже давно стали самыми востребованными среди женской части посетительниц.  Вернуть коже лица и тела здоровый и помолодевший вид вам помогут такие процедуры как комплексный уход за кожей, чистка лица, пилинг, обертывания. А к тем, кому знакома проблема нежелательных волосков на теле, на помощь придет классическая и сахарная эпиляция  Снять усталость после долгого дня вам поможет расслабляющий массаж.  Студия красоты находится рядом со станцией метро Планерная, по адресу МКАД, 73-й километр, 7. График работы: ежедневно: 10:00 - 22:00.     ",Вконтакте
4fe5607e3c72dd9b76000004,Клиника лазерной медицины доктора Колесниченко А.А. на Туристской улице,beauty,False,37.421721999999995,55.85678000000001,Планерная,Планерная,74954942514,3.1,25,7,"Москва,  Туристская улица,  20к1, 1 этаж",ежедневно: 09:00 - 21:00,"      Клиника лазерной медицины предлагает следующие услуги для красоты тела: удаление пигментных пятен и татуировок, лечение лазером вросшего ногтя, микрошлифовка растяжек и рубцов, удаление новообразований кожи, удаление сосудистых патологий, интимная пластика. Для удаления нежелательных волос проводятся процедуры ELOS-эпиляции, лазерной и фотоэпиляции. Врачи – косметологи проводят следующие процедуры по уходу за лицом: микрошлифовка лица, лазерная блефаропластика, лазерная отопластика, коррекция лопоухости, ботокс, Elos-лифтинг, фотоомоложение Syneron, Lumenis, аква — лифтинг, поверхностный химический пилинг, программы по уходу за кожей лица, биоревитализация IAL-System, безоперационная контурная пластика, безоперационная методика увеличения объема губ и коррекции формы губ.В отделении стоматологии также используют лазер для лечения, художественной реставрации и отбеливания зубов, а также в практике протезирования и имплантации.    ",www.lazerclinica.ru
5371702140c08887618b4597,Салон-парикмахерская Лавнес на метро Планерная,beauty,False,37.443245000000005,55.865056,Планерная,Планерная,74954943413,4.0,4,1,"Москва,  улица Свободы,  89с4",ежедневно: 10:00 - 21:00,"      Центр красоты и здоровья «Лавнес», расположенный в нескольких минутах ходьбы от станции метро «Планерная», приглашает своих клиентов и предлагает вашему вниманию ряд качественных услуг в области косметологии, парикмахерского искусства, ногтевого сервиса и массажа.Опытные мастера помогут вам довести свой образ до совершенства и отдохнуть от будничной суеты большого города.По всем вопросам вас всегда проконсультируют приветливые администраторы.Для вашего удобства открыта предварительная запись.    ",-
5170a192a0f3023556000002,Family House в Северном Тушино,beauty,False,37.430038,55.856708,"Планерная,Сходненская",Планерная,-,1.8,32,9,"Москва,  Героев Панфиловцев,  11 к2, 1 этаж",ежедневно: 09:00 - 21:00,"      «Family House» на станции метро «Планерная» — по-домашнему уютная студия красоты, с опытным персоналом и качественным сервисом. Если у вас есть маленькие дети, то вы можете провести здесь время с двойной пользой. Ведь «Family House» — это еще и развивающая студия для детей до семи лет. Пока ребенок занимается, мама может спокойно позаботиться о своей прическе. Стилисты студии выполнят по вашему желанию любые процедуры: стрижки, окрашивание, мелирование, тонирование, ламинирование и кератиновое выпрямление волос. Кроме того, в студии работают квалифицированные мастера ногтевого сервиса, можно сделать массаж, перманентный макияж, позагорать в солярии.    ",studiofh.ru/
