ID,title,types,premium,lon,lat,metro_cat,metro,tel,rating,ratingCount,reviewCount,address,timing,description,site
56207b20aecee0c62f8b4568,Студия BIGODINI STUDIO на Варшавском шоссе,beauty,True,37.616032000000004,55.629096999999994,Южная,Южная,74951146300,4.5,96,36,"Москва,  Варшавское шоссе,  122, 1 этаж",ежедневно: 10:00 - 21:00График работы в праздничные дни уточняется у администратора,"      Добро пожаловать в студию красоты «BIGODINI STUDIO», расположенную на Варшавском шоссе, 122, всего в 10 минутах неспешной прогулки от станции метро «Южная». Мы используем только актуальные технологии beauty-индустрии и делаем все возможное, чтобы каждый наш гость был доволен результатом на все 100%. Уверены, что вы по достоинству оцените качество наших услуг. С нетерпением ждем как прекрасных дам, так и представителей сильной половины человечества. Также наши мастера с удовольствием обслужат и самых маленьких клиентов.В парикмахерской зоне студии наши мастера помогут подобрать вам наилучший вариант: актуальной или классической стрижки, повседневной или торжественной прически, выполнят мелирование или окрашивание.Нейл-стилисты приведут ваши ноготки в полный порядок: скорректируют их форму, выполнят наращивание, предложат вам процедуры по уходу за кожей рук и ног, сделают различные виды массажа. В «восковой комнате» дамы смогут избавиться от нежелательной растительности с помощью одного из вида эпиляции. А завершить образ поможет наш визажист.Ждем вас с нетерпением!Студия красоты «BIGODINI STUDIO» ― Безупречный образ рождается здесь.    ",bigodini-studio.ru
4f145feef89c60510c000d1d,Центр красоты и здоровья L’OREAL Professionnel на Кутузовском проспекте,beauty,True,37.543552000000005,55.7442,"Студенческая,Кутузовская,Международная,Выставочная",Кутузовская,74951522059,4.4,81,39,"Москва,  Кутузовский проспект,  26",пн-сб: 10:00—21:00; вс: 11:00—20:00,"      Известная косметическая марка L’Oréal уже больше ста лет проводит исследования и совершает открытия в индустрии красоты. «L'OREAL Professionnel» — это московский центр красоты и здоровья, который не просто является представителем данного бренда, но и посвящает свою деятельность созданию идеального образа. «L'OREAL Professionnel» рад предложить клиентам разнообразный спектр услуг, который направлен на оздоровление и омоложение вашего лица и тела: врачебная, аппаратная, эстетическая косметология; парикмахерские услуги; коррекция фигуры; ногтевой сервис; визаж. Богатый выбор элитных косметических средств позволит подобрать для каждого клиента индивидуальный комплекс процедур. Идеальная внешность не имеет критериев, поэтому каждый клиент центра уникален и важен.  Сотрудники «L'OREAL Professionnel» — профессионалы в сфере парикмахерских и косметических услуг. Специалисты центра имеют дипломы высших категорий в области парикмахерских и косметологических услуг. Любовь к своему делу, большой опыт и постоянное повышение квалификации — это залог успеха. «L'OREAL Professionnel» — это мир счастливых, роскошных, красивых и здоровых лиц. Это качественное обслуживание мирового уровня, это ведущие специалисты в области красоты и здоровья. Кто, как не они, помогут вам найти в себе прекрасное и показать это миру — создать неповторимый образ? Разве вам не хочется услышать от друзей и знакомых: «Выглядишь на миллион!». Так прикоснитесь к миру элитной красоты от Центра «L'OREAL Professionnel»!                  ",loreal-professionnel-sa..
5991512ade77b963d5418158,Салон красоты Vernisage на Кутузовском проспекте,beauty,True,37.543003000000006,55.742585,"Студенческая,Кутузовская,Деловой центр,Международная,Выставочная,Деловой центр (Московское центральное кольцо),Кутузовская (Московское центральное кольцо)",Студенческая,74997051713,5.0,12,1,"Москва,  Кутузовский проспект,  31",ежедневно: 10:00 - 21:00,"      Создать обворожительный, яркий образ, который будет привлекать внимание окружающих, вам помогут сотрудники салона красоты Vernisage.Креативная команда творчески подходит к решению всех задач, воплощает желания клиентов в реальность. Квалифицированные, дипломированные специалисты владеют различными уникальными методиками и техниками, позволяющими преображать, кардинально менять гостей. В салоне представлены различные услуги, тут вы можете подстричься, выполнить простое или сложное окрашивание волос, уложить, нарастить, выпрямить их, поухаживать за руками, ногами, обновить маникюр, педикюр. Косметолог предложит вам воспользоваться процедурами, направленными на избавление от мелких недостатков, таких как мимические морщины, сухость, дряблость кожи. Криотерапия, ультразвук, термаж, биоревитализация, мезотерапия активно борются с возрастными изменениями, улучшают и освежают внешний вид. Выполняя те или иные работы, команда использует качественные материалы, стерильные инструменты.Уютная атмосфера, доброжелательный персонал ждут вас в салоне красоты Vernisage. Приходите, здесь всегда рады видеть вас!    ",salonvernisage.ru/
57e88c2cbbb091844a8b4575,Салон красоты Лаборатория Hair Expert в поселке Коммунарка,beauty,True,37.490227000000004,55.567468000000005,"Тёплый стан,Ясенево,Бунинская аллея",Бунинская аллея,74991168459,4.6,140,56,"Москва,  посёлок Коммунарка,  улица Липовый Парк,  7к2",ежедневно: 10:00 - 21:00 и до последнего клиентадо последнего гостя: пн-вс,"      Лаборатория Hair Expert работает в поселке Коммунарка относительно недавно, но уже приобрела постоянных поклонников. Тому есть несколько причин. И первая из них — в Hair Expert все услуги выполняются с исключительным профессионализмом. Используется только высококлассная косметика. Мастера не просто прошли обучение в Лондонской Академии Vidal Sassoon по курсу “Креативные стрижки и окрашивание”, но и с воодушевлением применяют полученные знания на практике.  Салон производит впечатление модного места с первых же мгновений, в нем талантливо воссоздана атмосфера лофта, настраивающая на энергичный креативный лад. На фоне серо-кирпичных стен и деревянных стеллажей творения мастеров выглядят особенно фактурно.  На сегодняшний день окрашивание волос приобрело решающее значение, появилось множество интереснейших техник, выгодно подчеркивающих не столько красоту прически, сколько ее хозяйки. Разумеется, эта тенденция требует от специалиста высокого уровня мастерства и хорошего вкуса. Стилисты Лаборатории обладают этими качествами в полной мере. А чтобы усилия не пропали даром, требуется соответствующая косметика. Салон работает с косметикой только первых линий: L’Oreal, INOA, Mythic Oil, Olaplex, Kydra, Kashmir и новинкой сезона, австралийским красителем Fabuloso Pro.  Мастера салона практикуют индивидуальный подход к каждому клиенту, не применяют поточных решений, но для каждого подбирают единственный уникальный образ.  В Лаборатории Hair Expert умеют не только разглядеть красоту каждого посетителя, но и показать ее всему миру и, прежде всего, самому клиенту.                  ",laboratoriya-hair-exper..
5265f69b40c08846278b458e,Имидж-лаборатория Персона Lab в ТРЦ Мега Теплый стан,beauty,True,37.489026,55.604971,Тёплый стан,Тёплый стан,74951146337,3.6,112,55,"Москва, Калужское шоссе 21 км, 1, 1 этаж",ежедневно: 10:00 - 24:00,"      Ежедневно имидж-лаборатория «Персона Lab» помогает людям найти свой стиль, создать неповторимый индивидуальный образ.Уютная обстановка, высокий профессионализм мастеров позволят вам выбрать нужную услугу, измениться, ощутить себя по-новому. В наших стенах трудятся парикмахеры, косметологи, нейл-мастера, визажисты, которые подчеркнут ваши особенности, создадут уникальный стиль. Среди большого количества предлагаемых нами услуг вы обязательно найдете что-то свое, ощутите в полной мере наш уход за волосами, лицом и телом. Также в салоне вы можете приобрести профессиональную косметику, которая поможет вам оставаться красивыми в привычных, повседневных условиях.Наш коллектив состоит из опытных, квалифицированных специалистов, постоянно обновляющих свои знания, участвующих в мастер-классах и семинарах. В нашем салоне вы можете грамотно поэкспериментировать с внешностью, посоветоваться с мастером. Мы всегда выслушаем клиентов, учтем ваши пожелания, сделаем вам то, что вы хотите, если нужно — подберем подходящую стрижку, цвет волос.Приходите в лабораторию «Персона Lab », и мы докажем вам, что сменить имидж — это просто.    ",centr-persona.ru
57a9caab40c088e74d8b7379,Салон красоты Селект у метро Теплый Стан,beauty,True,37.483395,55.63375,"Тёплый стан,Тропарёво",Тропарёво,74951146015,4.1,7,2,"Москва,  Академика Виноградова,  3 к1, 1 этаж",пн-пт: 09:00—21:00; сб-вс: 10:00—21:00,"      Салон красоты «Селект» — отличное место для преображения, изменения своего образа.В заведении каждый может воспользоваться услугами парикмахеров, мастеров ногтевого сервиса, расслабиться в руках профессиональных массажистов, поухаживать за лицом и телом с помощью эстетической, инъекционной, лазерной и аппаратной косметологии. Тут вам выполнят маникюр, педикюр в различных техниках, покроют ногти гель-лаком, стильно подстригут вас, аккуратно уложат, окрасят волосы, позаботятся об их состоянии, внешнем виде. Косметологи подробно изучат имеющуюся проблему, после чего вместе с вами выберут наиболее подходящий комплекс процедур. Персонал салона состоит из квалифицированных и дипломированных сотрудников, они внимательно относятся ко всем клиентам, со всеми гостями находят общий язык. Представленные косметологические услуги в прейскуранте способствуют вашему омоложению, поддержанию тонуса кожи, они избавят от мелких морщин и прочих дефектов. Для всех работ здесь используют качественные, гипоаллергенные средства, стерильные инструменты, одноразовые материалы.Кардинально сменить имидж, подчеркнуть свои достоинства вы можете, придя в салон красоты «Селект».    ",selekt-salon.ru
4fefbb663c72dd015c00000b,Салон Русалочка в Печатниках,beauty,True,37.718114,55.68509,Печатники,Печатники,74954888739,3.8,137,72,"Москва,  улица Гурьянова,  31с2",пн-сб: 08:00—21:00; вс: 09:00—19:00,"      Салон красоты «Русалочка» предоставляет полный спектр услуг для поддержания великолепной внешности. Роскошные волосы, ухоженные пальчики рук и ног, чистая, сияющая здоровьем кожа и отличное настроение – всего этого вам помогут добиться мастера салона. Их высокая квалификация и огромный опыт работы подтверждаются большим количеством постоянных клиентов, а регулярное совершенствование навыков позволяет применять самые современные методики и получать непревзойденный результат.Стилисты-парикмахеры «Русалочки» сделают модную стрижку и детям, и взрослым, предложат множество процедур для восстановления волос и полной смены имиджа – окрашивание любой сложности, выпрямление, наращивание. Чтобы избавить вас от различных недостатков кожи, в том числе и возрастных, профессиональные косметологи прибегнут к аппаратным или инъекционным способам – эффект будет заметен уже после первого сеанса! Обратившись к массажистам салона, вы сможете отдохнуть душой и телом, насладиться уютной атмосферой Таиланда и нежными ароматами масел.    ",rusalochka.obiz.ru
4f9bb22c3c72ddc331000007,Медицинский центр МедБиоСпектр на Каширском шоссе,medical,True,37.645519,55.653878000000006,Каширская,Каширская,74996492392,3.7,102,169,"Москва,  Каширское шоссе,  24с8",пн-пт: 09:00—21:00; сб: 09:00—18:00; вс: 10:00—16:00,"      Клиника «МедБиоСпектр» на ст.м. «Каширская» представляет известную медицинскую сеть, которая развивается на базе Научно-производственного центра с одноименным названием. Это медицина нового поколения с инновационными технологиями и особым уровнем комфорта для своих пациентов. Здесь ведут консультации и лечение уникальные доктора и кандидаты медицинских наук по 18 направлениям. В их числе — аллергология-иммунология, кардиология, гинекология, урология, хирургия. В клинике работает собственная медицинская лаборатория, позволяющая обрабатывать самые сложные анализы в кратчайшие сроки. «МедБиоСпектр» — это еще и косметология полного цикла, предлагающая широкий спектр стоматологических услуг — от лечения кариеса до серьезных операций по установке имплантов. В этой клинике можно пройти и самые современные процедуры в области косметологии — классической и инновационной — омолодить лицо и тело, скорректировать вес, избавиться от проблем с кожей или волосами. В их числе — мезонити, ботокс, контурная пластика, мезотерапия, глубокие пилинги, плазмолифтинг и др.    ",medbiospektr-med.ru
58f975af504e8d1b483243f2,Салон красоты Glory Room на улице Академика Миллионщикова,beauty,True,37.646094,55.667019999999994,"Каширская,Коломенская",Каширская,74954882468,4.9,9,0,"Москва,  улица Академика Миллионщикова,  20А",ежедневно: 10:00 - 22:00,"      Большой спектр услуг по уходу за волосами и телом вы найдете в салоне красоты «Glory Room».  В наших стенах вы сможете посетить парикмахера, косметолога, нейл-мастера. Квалифицированные специалисты, трудящиеся в салоне, предложат вам нарастить ресницы, сделать изысканный макияж, подчеркнут ваш взгляд естественной формой бровей, избавят от лишних волос на теле, выполнят пирсинг, создадут акцент на ваших пальчиках, выполнят аккуратный маникюр, педикюр, позаботятся о коже рук и ног, нанесут стойкие покрытия гель-лак или shellac, стильно подстригут вас, уложат волосы, закончат ваш образ правильно подобранной прической, изменят цвет волос, нарастят, выпрямят ваши локоны, помассируют голову. Мы всегда расскажем вам об актуальных новинках сезона, воплотим ваши желания в реальность, добьемся нужного эффекта, положительного результата. Для всех работ мы используем качественные косметологические средства известных мировых брендов, стерильные инструменты, применяем одноразовые материалы. Мы ценим своих клиентов и делаем для вас все, чтобы вы чувствовали себя комфортно в нашем заведении.  Квалифицированная команда специалистов ждет вас в салоне красоты «Glory Room» за качественным преображением. Приходите, мы подарим вам уверенность в себе и своих силах!                  ",glory-room-salon.ru
575a5810dbe385ad568b456f,Центр красоты и здоровья Философия Совершенства,beauty,True,37.530238,55.836777000000005,"Войковская,Петровско-Разумовская",Петровско-Разумовская,74954888914,4.3,187,31,"Москва,  бульвар Матроса Железняка,  31к1",пн-пт: 10:00—22:00; сб-вс: 10:00—21:00,"      «Философия Совершенства» предлагает комплекс парикмахерских, косметологических услуг, а также проведение процедур с использованием аппаратной и инъекционной косметологии. Просматривайте новости из индустрии красоты. Вдохновляйтесь и переходите на новый ритм жизни. Посещение центра красоты и здоровья — базовая потребность успешного человека. Мода и стиль — ключевые образы и источники вдохновения. Парикмахеры подготовили широкий выбор моделей стрижек и причесок. Позвольте себе побыть разной, попробуйте поэкспериментировать с цветом или оттенком волос. Ухоженные и здоровые волосы всегда в моде! Для мужчин подготовлена джентльменская услуга — стрижка бороды и усов. В любом сезоне ни один образ не обойдется без маникюра. Яркие и приглушенные тона лаков прекрасно сочетаются между собой. Добавьте в дизайн ногтей цветные орнаменты или даже строгие принты. В кабинете ногтевого сервиса вы можете и придать ноготкам правильную форму и выполнить аппаратный педикюр, и поухаживать за кожей рук. Имидж-студия центра — место для подготовки к главному событию года — свадьбе, выпускному или юбилею. Визажисты удивят вас коллекциями макияжа, придадут бровям новую форму, окрасят ресницы. Свадебный или вечерний макияж следует доверить профессионалам. В распоряжении мастеров косметика мировых брендов. Грамотный макияж способен изменить цвет лица, подровнять тон и рельеф кожи, сделать губы мягкими, а глаза выразительными. «Философия Совершенства» — место, где вы отдохнете и поправите здоровье. И как писал классик: «Во всем дойти до совершенства…».                  ",filosofiya-sovershenstv..
