ID,title,types,premium,lon,lat,metro_cat,metro,tel,rating,ratingCount,reviewCount,address,timing,description,site
57a9caf740c088e74d8b7bc7,Салон красоты Кокетка на метро Коломенская,beauty,False,37.666523,55.680075,Коломенская,Коломенская,79252053820,3.7,9,7,"Москва,  Судостроительная,  1, центр 1000 Вещей",ежедневно: 09:00 - 21:00,"       В салоне красоты Кокетка (рейтинг на Zoon — 4) смогут порадовать своих посетителей. В салоне вас ждет большой выбор услуг для здоровья волос и тела. Опытные косметологи помогут вам вновь засветиться от счастья.   У мастера маникюра вам смогут сделать красивый маникюр. У косметолога вы сможете приобрести бронзовый голливудский загар.     Салон красоты находится рядом со станцией метро Коломенская, по адресу Судостроительная, 1. Часы работы с ежедневно: 09:00 - 21:00.     ",koketka-ok.ru
516512bda0f3022e38000004,Центр здоровья и красоты Takeo на Высокой улице,beauty,False,37.662149,55.681568000000006,Коломенская,Коломенская,74996175237,3.8,62,33,"Москва,  Высокая улица,  21",ежедневно: 10:00 - 22:00,"      Салон красоты «ТАКЕО» предлагает воспользоваться большим спектром предложений парикмахерской, где представлены все виды стрижек, мягкое окрашивание волос CHI, La Biostethique, программы лечения и ухода за волосами, наращивание волос, укладки и макияж любой сложности. Кроме того, в салоне вы найдете кабинет маникюра и педикюра, сможете воспользоваться услугами квалифицированного косметолога, который предложит программы по уходу за кожей лица и тела, новинки аппаратной косметологии, химические пилинги и различные виды массажа.    ",salon-takeo.ru
5327ad3240c08873728b45aa,Салон тату Город в ТЦ 1000 Вещей,beauty,False,37.666575,55.680174,Коломенская,Коломенская,79057719795,4.3,18,9,"Москва,  Судостроительная улица,  1, ТЦ 1000 Вещей",круглосуточно,"      Тату-салон «Город», расположенный на Нагатинской улице, приглашает всех посетителей воспользоваться качественными услугами по доступным ценам. Здесь вы сможете сделать пирсинг любой части тела, удалить надоевшую татуировку или сделать новую. Кроме того, если вы хотите безупречно выглядеть в любое время суток, то в салоне вам предоставляется возможность сделать перманентный макияж губ, бровей и ресниц. Опытные мастера учтут все ваши пожелания, помогут определиться с выбором эскиза и создадут качественную татуировку, которая подчеркнет ваш стиль.    ",tatt1.ru
58ef2d493eac52218c2c5fb6,Барбершоп Мужик на проспекте Андропова,beauty,False,37.66132,55.682706,Коломенская,Коломенская,79261523636,4.5,4,0,"Москва,  проспект Андропова,  22",ежедневно: 10:00 - 22:00 и до последнего клиента,"       В бесконечной суете иногда нужно выделять время только для себя. Посетив барбершоп Мужик (рейтинг на Zoon — 4), вы сможете приятно и с пользой провести время. Для вас представлены самые востребованные услуги от мастеров с большим опытом.  Работа парикмахера предполагает овладение основным перечнем возможных услуг. В барбершопе Мужик весь штат сотрудников — это специалисты, способные выполнить мужские и женские стрижки, укладку, оформление бороды и комплексные процедуры по уходу на должном уровне. По прейскуранту стоимость стрижки для мужчин - от 600 рублей. Здесь работают не только со взрослыми, но и с самыми юными клиентами. Мастера профессионально найдут подход к деткам так, чтобы стрижка принесла радость.  Если вас интересует стоимость процедур, то уровень цен в салоне высокий.  Барбершоп располагается рядом со станцией метро Коломенская, по адресу проспект Андропова, 22. Режим работы: ежедневно: 10:00 - 22:00 и до последнего клиента.     ",muzhik.club/
517deb2ba0f302c15f00000f,Салон Леаль,beauty,False,37.65651,55.677198,Коломенская,Коломенская,74996129298,3.8,15,7,"Москва,  Нагатинская улица,  26, 1 этаж",ежедневно: 10:00 - 21:00,"      В салоне красоты «Леаль» вы почувствуете себя как дома. Здесь работают квалифицированные специалисты, которые сделают все так, чтобы вы вышли из салона с улыбкой. Вам предложат профессиональный уход за волосами: парикмахеры не только изменят вам цвет волос и уменьшат их длину, но и посоветуют средства для лечения или восстановления. В ногтевой студии мастер поухаживает за ногтями на руках и ногах. Также в солярии салона «Леаль» можно получить натуральный здоровый загар.    ",-
54618907ec1e11a1558b4590,Маникюрный сервис Nail Star на Нагатинской набережной,beauty,False,37.651601,55.680569999999996,Коломенская,Коломенская,79251599560,4.3,3,0,"Москва,  Нагатинская набережная,  16к3",по записи,"      Маникюрный сервис у м. Коломенская: комбинированный маникюр, укрепление и восстановление ногтей, покрытие гель-лаком. Качественные премиум материалы и самый разнообразный дизайн. Частный мастер, опыт 2 года.    ",Вконтакте
5339374c40c088b47f8b48fd,"Детская парикмахерская Веселая расческа в ДТРЦ ""НОРА""",beauty,False,37.663083,55.68254,Коломенская,Коломенская,74957214791,3.4,21,21,"Москва,  Андропова проспект,  22, 2 этаж; центр Нора",ежедневно: 10:00 - 22:00,"      Парикмахерская «Веселая расческа» подарит вашему ребенку только положительные эмоции, ведь здесь царить дружелюбная и непосредственная атмосфера, а парикмахеры-универсалы знают как найти индивидуальный подход к каждому юному посетителю. Для девочек мастера выполнят стрижки и праздничные укладки, заплетут косички и сделают маникюр с ярким покрытием, а мальчикам будут предложены классические стрижки и фигурный выстриг. Стоит заметить, что в парикмахерской проходят мастер-классы по плетению косичек и уроки стиля, которые смогут посетить все желающие. Более подробную информацию вы можете узнать на официальном сайте или в группе Вконтакте: http://vk.com/raschyoska_moskva.    ",moskva.raschyoska.ru
54dd51e02aa08faa1b8b4568,Студия маникюра в фитнес-клубе СпортЛэнд,beauty,False,37.681540999999996,55.675915,Коломенская,Коломенская,79268806219,4.3,7,0,"Москва,  Кленовый бульвар,  23",ежедневно: 09:00 - 22:00 ,"      Мужской педикюр, женский маникюр, женский педикюр, дизайн ногтей, детский маникюр, spa-маникюр, наращивание ногтейСтудия маникюра в фитнес клубе СпортЛэнд Коломенская, Кленовый бул., 23Телефон (926) 880-62-19    ",Вконтакте
52c0231540c0886b7c8bdcd0,"Салон красоты Салон-Вилена на проспекте Андропова, 21",beauty,False,37.665496999999995,55.679258,Коломенская,Коломенская,74996171693,3.1,16,4,"Москва,  Андропова проспект,  21, 1 этаж",пн-пт: 09:00—21:00; сб: 09:00—20:00,"      Салон красоты, расположенный на станции метро «Коломенская»в 15 метрах от северного выхода, радует своих посетителей традиционным набором услуг парикмахерского зала, ногтевой студии и косметологического кабинета. Опытные мастера с радостью ответят на все ваши вопросы и помогут подобрать необходимые процедуры.    ",-
5109e146a0f3027e2c000024,Студия загара и маникюра ArtZagar на метро Коломенская,beauty,False,37.662287,55.675992,Коломенская,Коломенская,74957264426,3.1,28,210,"Москва,  Андропова проспект,  36, 3 этаж",ежедневно: 10:00 - 22:00,"      «ARTZagar» — это сеть современных студий загара в Москве, оборудованных по последнему слову техники. Филиал «ARTZagar» на станции метро «Коломенская» предлагает вам окунуться в атмосферу спокойствия и безмятежности, расслабиться во время принятия солнечных ванн или же добиться идеального смуглого оттенка кожи при помощи процедур моментального загара.К вашим услугам новейшие кабины с зелеными, фиолетовыми, синими и бело-розовыми лампами, а также самые качественные профессиональные косметические средства до и после загара.    ",www.art-zagar.ru
